S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
unknown
111373	112768	151287	149904	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5358	90.11		True
unknown
CONTIG	contig_5358	152493	mis_unaligned
147887	148140	30050	30304	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5359	90.59		False
115936	117423	6086	7563	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5359	90.14		True
unknown
119595	119771	7884	8061	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5359	90.45		True
unknown
120216	122687	8479	10959	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5359	93.11		True
unknown
CONTIG	contig_5359	47778	mis_unaligned
CONTIG	contig_536	14044	unaligned
CONTIG	contig_5360	16671	unaligned
CONTIG	contig_5362	6963	unaligned
CONTIG	contig_5363	8729	unaligned
CONTIG	contig_5364	24175	unaligned
CONTIG	contig_5365	59250	unaligned
CONTIG	contig_5366	18436	unaligned
CONTIG	contig_5367	17689	unaligned
CONTIG	contig_5368	11330	unaligned
CONTIG	contig_5369	5125	unaligned
CONTIG	contig_537	187014	unaligned
CONTIG	contig_5370	20335	unaligned
CONTIG	contig_5371	45183	unaligned
CONTIG	contig_5372	25270	unaligned
CONTIG	contig_5373	27325	unaligned
218384	220267	1888	4	Trichococcus_pasteurii_NZ_UETS01000009.1	contig_5374	92.54		True
local misassembly
211116	218031	9089	2262	Trichococcus_pasteurii_NZ_UETS01000009.1	contig_5374	93.95		True
relocation, inconsistency = 1668
206081	207900	12445	10637	Trichococcus_pasteurii_NZ_UETS01000009.1	contig_5374	93.21		True
CONTIG	contig_5374	12446	misassembled
CONTIG	contig_5375	15335	unaligned
CONTIG	contig_5376	122068	unaligned
CONTIG	contig_5377	20621	unaligned
CONTIG	contig_5378	6347	unaligned
CONTIG	contig_5379	26593	unaligned
CONTIG	contig_538	15436	unaligned
2343708	2344546	38094	37259	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	98.69		False
2033422	2034260	38094	37259	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	98.69		False
1516484	1517322	37259	38094	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	98.69		False
1772057	1772895	37259	38094	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	98.69		False
3047281	3048119	37259	38094	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	98.69		False
1904786	1905084	3947	3649	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	90.3		True
unknown
2314195	2315039	38100	37259	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5382	98.7		True
unknown
CONTIG	contig_5382	163157	mis_unaligned
CONTIG	contig_5383	42220	unaligned
CONTIG	contig_5384	4269	unaligned
CONTIG	contig_5385	33959	unaligned
CONTIG	contig_5386	27526	unaligned
CONTIG	contig_5387	21354	unaligned
CONTIG	contig_5388	4535	unaligned
CONTIG	contig_5389	20723	unaligned
CONTIG	contig_539	11036	unaligned
4617587	4617701	23876	23762	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
4175552	4175666	23876	23762	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
4576212	4576326	23876	23762	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
4813293	4813407	23876	23762	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
4707267	4707381	23876	23762	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
5358900	5359014	23762	23876	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
619235	619349	23762	23876	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		False
3805452	3805566	23876	23762	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5390	93.91		True
CONTIG	contig_5390	128513	correct_unaligned
CONTIG	contig_5391	7482	unaligned
CONTIG	contig_5392	9175	unaligned
CONTIG	contig_5393	8916	unaligned
CONTIG	contig_5394	39596	unaligned
CONTIG	contig_5395	9610	unaligned
CONTIG	contig_5398	7286	unaligned
CONTIG	contig_5399	46467	unaligned
CONTIG	contig_54	8823	unaligned
CONTIG	contig_540	14062	unaligned
CONTIG	contig_5400	33869	unaligned
5360542	5363113	125951	128499	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5401	90.67		False
5358619	5360168	123734	125283	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5401	90.9		False
620877	623448	125951	128499	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5401	90.67		False
618954	620503	123734	125283	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5401	90.9		False
4812139	4813688	125283	123734	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5401	90.9		True
unknown
4809195	4811766	128499	125951	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5401	90.67		True
unknown
CONTIG	contig_5401	128869	mis_unaligned
CONTIG	contig_5402	44492	unaligned
CONTIG	contig_5403	64136	unaligned
CONTIG	contig_5404	10444	unaligned
CONTIG	contig_5405	87491	unaligned
CONTIG	contig_5408	891	unaligned
CONTIG	contig_5409	15172	unaligned
CONTIG	contig_5410	9636	unaligned
CONTIG	contig_5411	9953	unaligned
CONTIG	contig_5412	20053	unaligned
120077	120514	869	1300	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_5413	92.92		True
unknown
121227	121710	2013	2494	Trichococcus_pasteurii_NZ_UETS01000002.1	contig_5413	98.35		True
unknown
998	1732	8687	7951	Trichococcus_pasteurii_NZ_UETS01000013.1	contig_5413	93.24		True
unknown
150074	150682	12885	13492	Trichococcus_pasteurii_NZ_UETS01000005.1	contig_5413	92.62		True
unknown
CONTIG	contig_5413	22118	mis_unaligned
CONTIG	contig_5414	12478	unaligned
CONTIG	contig_5415	19876	unaligned
1979905	1980003	17683	17781	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5416	97.98		True
CONTIG	contig_5416	22519	correct_unaligned
CONTIG	contig_5417	4463	unaligned
CONTIG	contig_5418	5594	unaligned
CONTIG	contig_5419	1711	unaligned
CONTIG	contig_542	2568	unaligned
CONTIG	contig_5420	2611	unaligned
CONTIG	contig_5422	4272	unaligned
CONTIG	contig_5423	22911	unaligned
CONTIG	contig_5424	8940	unaligned
293836	296727	2898	11	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5427	99.1		True
CONTIG	contig_5427	2901	correct
CONTIG	contig_5428	20657	unaligned
CONTIG	contig_5429	34899	unaligned
CONTIG	contig_543	42352	unaligned
CONTIG	contig_5430	16620	unaligned
CONTIG	contig_5431	18087	unaligned
CONTIG	contig_5432	22083	unaligned
CONTIG	contig_5433	10320	unaligned
CONTIG	contig_5434	21345	unaligned
CONTIG	contig_5435	13615	unaligned
CONTIG	contig_5436	3646	unaligned
CONTIG	contig_5438	1131	unaligned
CONTIG	contig_5439	6236	unaligned
CONTIG	contig_544	34283	unaligned
CONTIG	contig_5440	11780	unaligned
CONTIG	contig_5441	10446	unaligned
CONTIG	contig_5442	39004	unaligned
CONTIG	contig_5443	7644	unaligned
CONTIG	contig_5444	12116	unaligned
CONTIG	contig_5445	6640	unaligned
CONTIG	contig_5446	8533	unaligned
CONTIG	contig_5447	4854	unaligned
CONTIG	contig_5448	327032	unaligned
CONTIG	contig_5449	14408	unaligned
CONTIG	contig_545	26615	unaligned
CONTIG	contig_5450	8881	unaligned
CONTIG	contig_5451	7417	unaligned
CONTIG	contig_5452	89546	unaligned
CONTIG	contig_5453	28080	unaligned
CONTIG	contig_5454	13547	unaligned
CONTIG	contig_5455	3515	unaligned
CONTIG	contig_5456	23198	unaligned
408954	409108	14215	14061	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5457	91.61		True
CONTIG	contig_5457	22685	correct_unaligned
CONTIG	contig_5458	76257	unaligned
CONTIG	contig_5459	168909	unaligned
CONTIG	contig_546	36596	unaligned
CONTIG	contig_5460	5370	unaligned
CONTIG	contig_5461	841463	unaligned
CONTIG	contig_5462	34080	unaligned
CONTIG	contig_5465	21204	unaligned
CONTIG	contig_5466	82716	unaligned
CONTIG	contig_5467	4508	unaligned
CONTIG	contig_5468	6839	unaligned
CONTIG	contig_5469	7952	unaligned
CONTIG	contig_547	79232	unaligned
CONTIG	contig_5471	3821	unaligned
CONTIG	contig_5472	33380	unaligned
CONTIG	contig_5473	14653	unaligned
CONTIG	contig_5474	17282	unaligned
2460316	2460485	14590	14758	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5475	95.35		True
CONTIG	contig_5475	17999	correct_unaligned
CONTIG	contig_5476	20885	unaligned
CONTIG	contig_5477	23786	unaligned
CONTIG	contig_5478	4822	unaligned
CONTIG	contig_5479	9274	unaligned
1072021	1072136	306593	306478	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_548	93.1		False
3253886	3254001	306478	306593	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_548	93.1		True
CONTIG	contig_548	474661	correct_unaligned
CONTIG	contig_5480	10570	unaligned
CONTIG	contig_5482	26806	unaligned
CONTIG	contig_5483	57928	unaligned
CONTIG	contig_5484	6225	unaligned
CONTIG	contig_5485	888	unaligned
CONTIG	contig_5486	28945	unaligned
CONTIG	contig_5487	11586	unaligned
CONTIG	contig_5488	8988	unaligned
CONTIG	contig_5489	9538	unaligned
CONTIG	contig_549	5473	unaligned
CONTIG	contig_5490	282411	unaligned
CONTIG	contig_5491	21951	unaligned
CONTIG	contig_5492	3152	unaligned
CONTIG	contig_5493	5651	unaligned
CONTIG	contig_5494	8651	unaligned
2993217	2993460	514	272	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5495	90.57		True
CONTIG	contig_5495	26912	correct_unaligned
CONTIG	contig_5497	2337	unaligned
CONTIG	contig_5498	16474	unaligned
CONTIG	contig_5499	7901	unaligned
CONTIG	contig_55	16009	unaligned
1133295	1133482	46444	46257	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_550	91.49		True
CONTIG	contig_550	61799	correct_unaligned
CONTIG	contig_5500	9579	unaligned
CONTIG	contig_5501	4653	unaligned
CONTIG	contig_5502	6952	unaligned
CONTIG	contig_5503	23200	unaligned
CONTIG	contig_5504	4507	unaligned
CONTIG	contig_5505	14345	unaligned
CONTIG	contig_5506	17487	unaligned
CONTIG	contig_5507	8668	unaligned
CONTIG	contig_5508	32541	unaligned
883273	883506	17323	17090	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_551	90.17		True
CONTIG	contig_551	117962	correct_unaligned
CONTIG	contig_5510	9622	unaligned
CONTIG	contig_5511	16356	unaligned
CONTIG	contig_5512	8253	unaligned
CONTIG	contig_5513	6219	unaligned
CONTIG	contig_5515	1807	unaligned
CONTIG	contig_5516	52996	unaligned
CONTIG	contig_5517	7200	unaligned
CONTIG	contig_5518	11960	unaligned
CONTIG	contig_5519	23956	unaligned
CONTIG	contig_552	40861	unaligned
CONTIG	contig_5520	37994	unaligned
CONTIG	contig_5521	17718	unaligned
CONTIG	contig_5522	9960	unaligned
CONTIG	contig_5523	8749	unaligned
3914348	3927354	1	13052	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5524	95.71		True
CONTIG	contig_5524	22296	correct
3912237	3912886	670	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5525	92.72		True
CONTIG	contig_5525	675	correct
CONTIG	contig_5526	70103	unaligned
CONTIG	contig_5527	21949	unaligned
CONTIG	contig_5528	451072	unaligned
CONTIG	contig_5529	2915	unaligned
CONTIG	contig_553	21779	unaligned
CONTIG	contig_5530	5587	unaligned
CONTIG	contig_5533	41467	unaligned
CONTIG	contig_5534	12783	unaligned
CONTIG	contig_5535	17446	unaligned
CONTIG	contig_5536	20016	unaligned
CONTIG	contig_5537	240618	unaligned
CONTIG	contig_5538	33550	unaligned
CONTIG	contig_5539	17668	unaligned
CONTIG	contig_554	10203	unaligned
CONTIG	contig_5540	17166	unaligned
CONTIG	contig_5541	9184	unaligned
CONTIG	contig_5542	12764	unaligned
1244643	1244720	2918	2841	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5543	98.72		True
CONTIG	contig_5543	77015	correct_unaligned
CONTIG	contig_5544	24671	unaligned
CONTIG	contig_5545	8349	unaligned
CONTIG	contig_5546	84768	unaligned
CONTIG	contig_5547	61030	unaligned
CONTIG	contig_5548	29036	unaligned
CONTIG	contig_5549	14828	unaligned
CONTIG	contig_555	10877	unaligned
CONTIG	contig_5550	15384	unaligned
CONTIG	contig_5551	18072	unaligned
CONTIG	contig_5552	39548	unaligned
CONTIG	contig_5553	13809	unaligned
CONTIG	contig_5554	13174	unaligned
CONTIG	contig_5555	13615	unaligned
CONTIG	contig_5556	11895	unaligned
CONTIG	contig_5557	20244	unaligned
CONTIG	contig_5558	60483	unaligned
CONTIG	contig_5559	22056	unaligned
CONTIG	contig_556	192609	unaligned
CONTIG	contig_5560	21392	unaligned
CONTIG	contig_5561	39294	unaligned
CONTIG	contig_5562	11927	unaligned
CONTIG	contig_5563	23369	unaligned
CONTIG	contig_5564	26074	unaligned
CONTIG	contig_5565	5351	unaligned
CONTIG	contig_5566	117634	unaligned
CONTIG	contig_5567	84496	unaligned
CONTIG	contig_5568	13235	unaligned
CONTIG	contig_5569	14890	unaligned
CONTIG	contig_557	9799	unaligned
3254519	3254603	449855	449771	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5570	98.82		False
3253874	3254127	450500	450246	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5570	90.2		False
1071419	1071503	449771	449855	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5570	98.82		True
unknown
1071895	1072148	450246	450500	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5570	90.2		True
unknown
CONTIG	contig_5570	593937	mis_unaligned
CONTIG	contig_5571	73082	unaligned
CONTIG	contig_5572	10690	unaligned
CONTIG	contig_5573	14178	unaligned
CONTIG	contig_5575	4844	unaligned
CONTIG	contig_5577	2313	unaligned
CONTIG	contig_558	27521	unaligned
CONTIG	contig_5580	16239	unaligned
CONTIG	contig_5581	20077	unaligned
CONTIG	contig_5582	8254	unaligned
CONTIG	contig_5583	26987	unaligned
CONTIG	contig_5584	46758	unaligned
CONTIG	contig_5585	43388	unaligned
CONTIG	contig_5586	4434	unaligned
CONTIG	contig_5587	2953	unaligned
CONTIG	contig_5589	5810	unaligned
CONTIG	contig_559	64521	unaligned
CONTIG	contig_5590	6663	unaligned
CONTIG	contig_5592	3110	unaligned
CONTIG	contig_5593	5275	unaligned
CONTIG	contig_5594	1020	unaligned
CONTIG	contig_5595	13893	unaligned
CONTIG	contig_5596	40440	unaligned
CONTIG	contig_5597	5042	unaligned
CONTIG	contig_5598	2964	unaligned
4177124	4177209	83403	83318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
4708839	4708924	83403	83318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
5362275	5362360	83318	83403	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
4619159	4619244	83403	83318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
4577784	4577869	83403	83318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
3807024	3807109	83403	83318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
4809948	4810033	83403	83318	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
622610	622695	83318	83403	Raoultella_ornithinolytica_NZ_CP138913.1	contig_56	98.84		False
1071418	1071503	83318	83403	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_56	98.84		True
CONTIG	contig_56	293157	correct_unaligned
2860630	2860705	42292	42217	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_560	100.0		True
CONTIG	contig_560	57244	correct_unaligned
1182349	1183181	9553	10387	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5600	92.84		True
CONTIG	contig_5600	25788	correct_unaligned
CONTIG	contig_5601	38001	unaligned
1067507	1068957	278	1736	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5602	92.01		True
unknown
1069304	1072439	2024	5176	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5602	90.96		True
unknown
CONTIG	contig_5602	21226	mis_unaligned
CONTIG	contig_5603	129488	unaligned
CONTIG	contig_5604	121292	unaligned
CONTIG	contig_5605	97339	unaligned
CONTIG	contig_5606	7467	unaligned
CONTIG	contig_5607	28313	unaligned
CONTIG	contig_5608	15801	unaligned
CONTIG	contig_5609	11024	unaligned
CONTIG	contig_561	117930	unaligned
CONTIG	contig_5610	24364	unaligned
CONTIG	contig_5611	44028	unaligned
CONTIG	contig_5612	38114	unaligned
CONTIG	contig_5613	4538	unaligned
CONTIG	contig_5616	22072	unaligned
CONTIG	contig_5617	12486	unaligned
CONTIG	contig_5618	5796	unaligned
CONTIG	contig_5619	4986	unaligned
CONTIG	contig_562	14509	unaligned
CONTIG	contig_5620	18588	unaligned
CONTIG	contig_5621	54209	unaligned
CONTIG	contig_5622	9320	unaligned
CONTIG	contig_5623	832	unaligned
CONTIG	contig_5624	27172	unaligned
CONTIG	contig_5625	170000	unaligned
CONTIG	contig_5626	19833	unaligned
CONTIG	contig_5627	40412	unaligned
CONTIG	contig_5628	14440	unaligned
CONTIG	contig_5629	18451	unaligned
CONTIG	contig_563	10094	unaligned
CONTIG	contig_5630	122620	unaligned
CONTIG	contig_5631	6099	unaligned
CONTIG	contig_5632	22425	unaligned
1835987	1836117	73290	73420	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5633	93.13		True
CONTIG	contig_5633	126177	correct_unaligned
CONTIG	contig_5634	11327	unaligned
1832757	1832998	10097	9855	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_5635	90.12		True
CONTIG	contig_5635	137756	correct_unaligned
CONTIG	contig_5636	61231	unaligned
CONTIG	contig_5637	42607	unaligned
CONTIG	contig_5638	42984	unaligned
CONTIG	contig_5639	19880	unaligned
CONTIG	contig_5640	42705	unaligned
CONTIG	contig_5641	8692	unaligned
CONTIG	contig_5643	934	unaligned
CONTIG	contig_5644	31888	unaligned
CONTIG	contig_5645	117425	unaligned
CONTIG	contig_5646	11919	unaligned
CONTIG	contig_5647	17114	unaligned
CONTIG	contig_5648	39828	unaligned
CONTIG	contig_5649	54268	unaligned
CONTIG	contig_5650	10479	unaligned
CONTIG	contig_5651	100777	unaligned
CONTIG	contig_5652	10687	unaligned
CONTIG	contig_5653	18756	unaligned
CONTIG	contig_5654	39242	unaligned
20404	20803	13208	12809	Trichococcus_pasteurii_NZ_UETS01000003.1	contig_5655	96.27		False
650596	650996	12809	13209	Trichococcus_pasteurii_NZ_UETS01000001.1	contig_5655	96.77		False
89	489	13209	12809	Trichococcus_pasteurii_NZ_UETS01000003.1	contig_5655	96.77		False
156164	158424	12368	10112	Trichococcus_pasteurii_NZ_UETS01000005.1	contig_5655	96.86		True
unknown
46333	46695	12431	12797	Trichococcus_pasteurii_NZ_UETS01000006.1	contig_5655	91.01		True
unknown
612959	613359	12809	13209	Trichococcus_pasteurii_NZ_UETS01000001.1	contig_5655	97.02		True
unknown
CONTIG	contig_5655	13209	mis_unaligned
CONTIG	contig_5656	13229	unaligned
CONTIG	contig_5657	18342	unaligned
CONTIG	contig_5659	4141	unaligned
CONTIG	contig_5660	12063	unaligned
CONTIG	contig_5661	18524	unaligned
CONTIG	contig_5662	18387	unaligned
4414159	4415337	17835	16654	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
4231967	4233145	16654	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
962991	964169	16654	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
3042277	3043455	16654	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
4789028	4790206	16654	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
3757457	3758635	17835	16654	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
4913790	4914968	16654	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
3078582	3079760	16654	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		False
573619	574800	16651	17835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5663	98.48		True
CONTIG	contig_5663	17835	correct_unaligned
CONTIG	contig_5665	11639	unaligned
CONTIG	contig_5666	8187	unaligned
CONTIG	contig_5667	12443	unaligned
2840939	2842191	10015	11268	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5668	90.27		True
CONTIG	contig_5668	20596	correct_unaligned
CONTIG	contig_5669	10146	unaligned
CONTIG	contig_567	68435	unaligned
499	721	142431	142652	Trichococcus_pasteurii_NZ_UETS01000019.1	contig_5670	90.13		True
unknown
1112	1339	143036	143266	Trichococcus_pasteurii_NZ_UETS01000019.1	contig_5670	92.24		True
unknown
CONTIG	contig_5670	256997	mis_unaligned
CONTIG	contig_5671	19554	unaligned
CONTIG	contig_5672	3930	unaligned
CONTIG	contig_5673	13996	unaligned
CONTIG	contig_5674	6338	unaligned
CONTIG	contig_5675	20381	unaligned
CONTIG	contig_5676	17719	unaligned
CONTIG	contig_5677	27743	unaligned
3568106	3568228	437992	438114	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_568	95.12		True
CONTIG	contig_568	641691	correct_unaligned
CONTIG	contig_5680	34274	unaligned
CONTIG	contig_5681	4409	unaligned
CONTIG	contig_5682	15460	unaligned
CONTIG	contig_5683	45489	unaligned
CONTIG	contig_5684	32305	unaligned
CONTIG	contig_5685	18749	unaligned
CONTIG	contig_5686	23404	unaligned
CONTIG	contig_5688	7758	unaligned
CONTIG	contig_5689	14659	unaligned
CONTIG	contig_569	28679	unaligned
CONTIG	contig_5690	8329	unaligned
2974267	2974617	362	14	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5691	92.61		True
CONTIG	contig_5691	4718	correct_unaligned
2974270	2974479	217	5	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5692	92.13		True
CONTIG	contig_5692	5769	correct_unaligned
468453	469780	2079	753	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5693	92.71		True
unknown
468453	469783	6452	7780	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5693	93.77		True
unknown
CONTIG	contig_5693	19068	mis_unaligned
616070	626124	22433	12349	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5694	94.38		True
unknown
1284130	1285262	29972	28831	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5694	90.44		True
unknown
CONTIG	contig_5694	31492	mis_unaligned
CONTIG	contig_5695	8311	unaligned
CONTIG	contig_5696	4228	unaligned
CONTIG	contig_5697	1056	unaligned
CONTIG	contig_5699	7394	unaligned
1267164	1267309	112519	112664	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_57	91.1		True
CONTIG	contig_57	134229	correct_unaligned
CONTIG	contig_570	211126	unaligned
CONTIG	contig_5701	14420	unaligned
1006884	1007593	5113	4405	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5702	92.12		True
unknown
901194	902223	107798	106764	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5702	90.18		True
unknown
CONTIG	contig_5702	126779	mis_unaligned
CONTIG	contig_5703	1433	unaligned
CONTIG	contig_5705	6611	unaligned
CONTIG	contig_5706	11082	unaligned
CONTIG	contig_5707	18177	unaligned
CONTIG	contig_5708	20873	unaligned
CONTIG	contig_5709	9602	unaligned
CONTIG	contig_571	55421	unaligned
CONTIG	contig_5710	44525	unaligned
CONTIG	contig_5711	14236	unaligned
CONTIG	contig_5712	41474	unaligned
CONTIG	contig_5713	56929	unaligned
CONTIG	contig_5714	26859	unaligned
CONTIG	contig_5715	5475	unaligned
CONTIG	contig_5716	7742	unaligned
CONTIG	contig_5717	34545	unaligned
CONTIG	contig_5718	13639	unaligned
CONTIG	contig_5719	151295	unaligned
CONTIG	contig_572	383042	unaligned
2576405	2599003	22548	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5720	98.83		True
CONTIG	contig_5720	22548	correct
CONTIG	contig_5721	22634	unaligned
CONTIG	contig_5722	9899	unaligned
CONTIG	contig_5723	35314	unaligned
CONTIG	contig_5724	15973	unaligned
CONTIG	contig_5725	20195	unaligned
CONTIG	contig_5727	11614	unaligned
CONTIG	contig_5728	12578	unaligned
1330286	1331050	32271	31506	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5729	90.76		True
unknown
1330286	1331050	39423	38661	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5729	90.59		True
unknown
CONTIG	contig_5729	73869	mis_unaligned
3757441	3758635	60297	59107	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
4414143	4415337	60297	59107	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
962991	964185	59107	60297	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
573621	574816	59106	60297	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
4789028	4790224	59107	60299	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
3042277	3043475	59107	60301	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
4231967	4233165	59107	60301	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
4913790	4914988	59107	60301	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		False
1330286	1331042	48999	49752	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	91.71		True
unknown
3078582	3079781	59107	60302	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5730	98.75		True
unknown
CONTIG	contig_5730	60821	mis_unaligned
CONTIG	contig_5731	11504	unaligned
CONTIG	contig_5732	34819	unaligned
CONTIG	contig_5733	499153	unaligned
CONTIG	contig_5734	24333	unaligned
3613962	3615497	22968	24501	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_5735	92.71		True
CONTIG	contig_5735	38614	correct_unaligned
CONTIG	contig_5736	35449	unaligned
CONTIG	contig_5737	11528	unaligned
CONTIG	contig_5738	10183	unaligned
CONTIG	contig_5739	13311	unaligned
CONTIG	contig_574	2854	unaligned
CONTIG	contig_5740	14039	unaligned
CONTIG	contig_5741	10329	unaligned
CONTIG	contig_5742	3343	unaligned
CONTIG	contig_5743	4730	unaligned
CONTIG	contig_5745	25637	unaligned
CONTIG	contig_5746	153673	unaligned
CONTIG	contig_575	27365	unaligned
CONTIG	contig_5750	24870	unaligned
CONTIG	contig_5751	1295	unaligned
CONTIG	contig_5752	13537	unaligned
CONTIG	contig_5753	2165	unaligned
CONTIG	contig_5755	1534	unaligned
CONTIG	contig_5757	18933	unaligned
CONTIG	contig_5759	36981	unaligned
CONTIG	contig_576	33587	unaligned
CONTIG	contig_5760	40922	unaligned
CONTIG	contig_5762	2301	unaligned
CONTIG	contig_5763	85455	unaligned
CONTIG	contig_5764	4241	unaligned
CONTIG	contig_5765	26011	unaligned
CONTIG	contig_5766	6132	unaligned
CONTIG	contig_5767	18284	unaligned
1454874	1478218	23416	1	Raoultella_ornithinolytica_NZ_CP138913.1	contig_5768	97.98		True
